name	critic-score	audience-score	rating	genres	director_score	writer_score	actor_score	theater-date	streaming-date	box-office	runtime	studio
Seven Years in Tibet1997	60%	74%	PG-13 (for some violent sequences)	"Action & Adventure,Drama"	68	60	"70.5,62.5,60.0,37.5"	"Oct 8, 1997Â wide"	7-Apr-98	NA	134 minutes	NA
Groove2000	57%	80%	"R (for drug use, language and brief sexuality)"	Drama	44	44	"57.0,57.0,51.5,57.0"	"Jun 9, 2000Â wide"	5-Dec-00	NA	84 minutes	NA
Exorcist: The Beginning2004	11%	27%	"R (for strong violence and gore, disturbing images and rituals, and language including sexual dialogue)"	"Drama,Horror,Mystery & Suspense"	NA	NA	NA	"Aug 20, 2004Â wide"	25-Oct-05	"$41,784,746 "	114 minutes	Warner Bros. Pictures
Along Came the Devil	43%	57%	NR	"Drama,Horror"	43	43	"50.0,43.0,33.0,43.0"	"Aug 10, 2018Â limited"	10-Aug-18	NA	89 minutes	NA
Blush (Hong fen) (1996)	50%	NA	NR	Drama	65	NA	NA	"Jun 7, 1996Â wide"	11-Nov-97	NA	115 minutes	NA
Bethlehem2014	79%	72%	NR	"Drama,Mystery & Suspense"	79	79	"79.0,78.5,79.0,85.5"	"Mar 7, 2014Â limited"	15-Jul-14	NA	99 minutes	Adopt Films
Easy Rider1969	89%	82%	R	"Action & Adventure,Drama"	71.5	79.5	"52.0,71.5,77.0,73.0"	"Jan 1, 1969Â wide"	7-Dec-99	NA	95 minutes	NA
The Woman in Black2012	66%	54%	PG-13 (for thematic material and violence/disturbing images)	"Drama,Horror,Mystery & Suspense"	61	75.5	"77.0,65.0,52.0,75.0"	"Feb 3, 2012Â wide"	22-May-12	"$54,322,273 "	94 minutes	CBS Films
Fury2014	77%	84%	"R (for strong sequences of war violence, some grisly images, and language throughout)"	"Action & Adventure,Drama"	50.5	50.5	"70.5,58.0,51.5,48.0"	"Oct 17, 2014Â wide"	27-Jan-15	"$72,609,225 "	135 minutes	Sony Pictures
The Shawshank Redemption1994	91%	98%	R	Drama	67.5	67.5	"62.0,52.0,57.0,43.0"	"Sep 10, 1994Â wide"	27-Jan-98	NA	142 minutes	NA
The Patience Stone2013	86%	75%	"R (for sexual content, some violence and language)"	Drama	86	86	"74.0,86.0,86.0,86.0"	"Aug 14, 2013Â limited"	11-Mar-14	"$71,282 "	102 minutes	Sony Pictures Classics
Color of Night (1994)	21%	30%	R	"Drama,Mystery & Suspense"	27	78	"43.0,21.0,43.5,42.5"	"Aug 19, 1994Â wide"	15-May-01	NA	121 minutes	NA
In Too Deep1999	36%	75%	"R (for strong sensuality and language, and for some violence)"	"Action & Adventure,Drama,Mystery & Suspense"	62.5	40.5	"43.0,36.0,53.5,62.0"	"Aug 25, 1999Â wide"	15-Feb-00	NA	104 minutes	Dimension Films
Daylight (2011)	91%	63%	R	"Drama,Mystery & Suspense"	NA	NA	"82.0,62.0,44.5,91.0"	"Jul 15, 2011Â limited"	24-Apr-12	"$3,883 "	70 minutes	Cinema Purgatorio
Woman in Gold2015	56%	79%	PG-13 (for some thematic elements and brief strong language)	Drama	71	60	"62.0,43.5,42.0,73.0"	"Apr 1, 2015Â wide"	7-Jul-15	NA	110 minutes	The Weinstein Company
Incendies2011	93%	92%	R (for some strong violence and language)	Drama	86.5	NA	"87.5,90.5,89.5,79.0"	"Apr 22, 2011Â limited"	13-Sep-11	"$6,857,096 "	130 minutes	Sony Pictures Classics
Frankie Starlight (1995)	71%	71%	R	Drama	75	71	"69.5,63.0,51.0,71.0"	"Nov 22, 1995Â wide"	21-May-96	NA	100 minutes	NA
Step Up (2006)	20%	83%	"PG-13 (for thematic elements, brief violence and innuendo)"	Drama	37.5	30	"64.5,28.5,38.0,45.0"	"Aug 11, 2006Â wide"	19-Dec-06	"$65,269,010 "	103 minutes	Buena Vista
Judgment Night1993	33%	55%	R	"Action & Adventure,Drama,Mystery & Suspense"	33	37	"31.0,38.0,54.0,40.0"	"Oct 15, 1993Â limited"	7-Apr-98	NA	109 minutes	NA
The Happy Sad2013	69%	32%	NR	Drama	73	69	"69.0,59.0,70.0,34.5"	"Aug 16, 2013Â limited"	18-Mar-14	"$7,742 "	86 minutes	Miasma Films
Disclosure1994	58%	41%	R	"Drama,Mystery & Suspense"	65	59	"63.5,44.5,60.5,42.5"	"Dec 9, 1994Â wide"	27-Aug-97	NA	128 minutes	NA
Brother's Keeper (2002)	57%	23%	R	"Drama,Horror,Mystery & Suspense"	65	NA	"52.0,47.5,54.5,51.0"	"Jan 29, 2002Â wide"	8-Oct-02	NA	87 minutes	NA
The Kreutzer Sonata (2009)	56%	44%	"R (adult situations/language, nudity, sex, violence)"	"Drama,Mystery & Suspense"	56	56	"55.0,64.0,37.0,56.0"	"Jun 17, 2009Â wide"	7-May-12	NA	99 minutes	NA
The Killing Jar2010	0%	35%	"R (for strong bloody violence, and for language)"	"Drama,Mystery & Suspense"	22	22	"36.0,61.0,42.0,44.0"	"Mar 19, 2010Â wide"	22-Feb-11	NA	92 minutes	Image Entertianment
North Country2005	69%	76%	"R (for sequences involving sexual harassment including violence and dialogue, and for language)"	Drama	74.5	43	"50.5,69.0,37.0,78.0"	"Oct 21, 2005Â wide"	21-Feb-06	"$18,324,242 "	127 minutes	Warner Bros. Pictures
Crash2004	74%	88%	"R (for language, sexual content and some violence)"	Drama	73	66.5	"43.0,74.5,63.0,36.0"	"Sep 10, 2004Â wide"	6-Sep-05	"$55,382,847 "	113 minutes	Lions Gate Films
Superman1978	94%	86%	"PG (for peril, some mild sensuality and language)"	"Action & Adventure,Drama"	56	74	"80.5,60.0,74.0,76.0"	"Dec 15, 1978Â wide"	1-May-01	NA	142 minutes	Warner Bros. Pictures
Passion (Godard's Passion) (1982)	67%	61%	R	Drama	84	84	"84.5,80.0,74.0,72.5"	"May 26, 1982Â wide"	25-Aug-98	NA	87 minutes	NA
Auto Focus2002	71%	60%	"R (for strong sexuality, nudity, language, some drug use and violence)"	Drama	73	52.5	"59.0,66.0,54.0,40.5"	"Oct 18, 2002Â wide"	18-Mar-03	"$1,818,622 "	106 minutes	Sony Pictures Classics
Man Push Cart (2006)	88%	65%	NR	Drama	92	92	"92.0,57.0,88.0,80.0"	"May 12, 2006Â wide"	9-Oct-07	NA	86 minutes	Films Philos
Easy Money: Hard to Kill (2014)	53%	46%	NR	"Action & Adventure,Drama,Mystery & Suspense"	28	69	"49.5,35.0,85.0,71.0"	"Feb 14, 2014Â limited"	11-Mar-14	NA	99 minutes	Cinedigm
Lonely Hearts2006	48%	49%	"R (for strong violence and sexual content, nudity and language)"	"Drama,Mystery & Suspense"	75	75	"42.0,53.0,61.0,51.0"	"Oct 21, 2006Â wide"	31-Jul-07	"$146,530 "	107 minutes	Samuel Goldwyn/Roadside
Trial by Jury (1994)	8%	27%	R	"Drama,Mystery & Suspense"	40.5	40.5	"43.0,43.0,51.0,67.0"	"Sep 9, 1994Â wide"	18-Jul-00	NA	108 minutes	NA
Rocky1976	93%	69%	PG (N/A)	"Drama,Sports & Fitness"	42	40	"40.0,63.0,55.0,61.0"	"Nov 21, 1976Â limited"	7-Aug-06	NA	119 minutes	United Artists
Scent of a Woman	88%	92%	R	Drama	78	72	"70.0,39.5,57.5,33.0"	"Dec 23, 1992Â wide"	28-Apr-98	NA	157 minutes	NA
A Wolf at the Door (O Lobo atrs da Porta) (2015)	84%	84%	NR	Drama	65.5	65.5	"46.5,84.0,61.5"	"Mar 27, 2015Â limited"	25-Aug-15	NA	100 minutes	Outsider Pictures
Knock Knock	36%	21%	"R (for disturbing violent behavior, strong sexual content, nudity and language)"	"Drama,Horror,Mystery & Suspense"	61	36	"52.0,36.0,40.0,30.5"	"Oct 9, 2015Â limited"	8-Dec-15	"$285,363 "	99 minutes	Lionsgate Premiere
Last Man Standing1996	37%	51%	"R (adult situations/language, violence)"	"Action & Adventure,Drama,Mystery & Suspense"	62	62	"43.0,60.5,52.0,48.0"	"Sep 20, 1996Â wide"	4-Sep-01	NA	101 minutes	NA
Keane (2005)	81%	70%	"R (for a scene of strong sexuality, drug use and language)"	"Drama,Mystery & Suspense"	81	81	"33.0,70.0,52.0,52.0"	"Sep 16, 2005Â limited"	21-Mar-06	NA	94 minutes	Magnolia
NA												
Death in Love2009	47%	33%	"R (for disturbing violent and graphic sexual content, nudity and language)"	Drama	45.5	45.5	"52.0,60.0,51.5,44.0"	"Jul 17, 2009Â wide"	19-Jan-10	NA	96 minutes	Screen Media
Papillon	52%	67%	"R (for violence including bloody images, language, nudity, and some sexual material)"	Drama	89	51.5	"48.0,48.0"	"Aug 24, 2018Â limited"	6-Nov-18	NA	136 minutes	Bleecker Street
Borgman (2014)	86%	70%	R	"Drama,Mystery & Suspense"	71.5	71.5	"84.0,86.0,86.0,71.5"	"Jun 6, 2014Â limited"	9-Sep-14	NA	113 minutes	Drafthouse Films
Crossing Over2009	16%	48%	"R (for pervasive language, some strong violence and sexuality/nudity)"	Drama	41.5	41.5	"67.0,44.0,43.5,75.5"	"Feb 27, 2009Â wide"	9-Jun-09	"$402,469 "	113 minutes	The Weinstein Co.
Hemingway's Garden of Eden2010	4%	19%	"R (for strong sexual content, nudity and some language)"	Drama	51	4	"29.0,44.0,39.0,68.0"	"Dec 10, 2010Â limited"	15-Mar-11	"$22,083 "	96 minutes	Roadside Attractions
Entrapment1999	38%	50%	"PG-13 (for some language, sensuality, violence and drug content)"	"Action & Adventure,Drama,Mystery & Suspense"	45	58.5	"68.0,42.0,50.0,43.0"	"Apr 30, 1999Â wide"	23-Nov-99	NA	113 minutes	Twentieth Century Fox Home Entertainment
There Will Be Blood2007	91%	86%	R (for some violence)	Drama	83	83	"88.0,61.5,57.0,65.0"	"Dec 26, 2007Â wide"	8-Apr-08	"$40,133,435 "	158 minutes	Paramount Vantage
White Fang1991	63%	63%	PG	"Action & Adventure,Drama,Kids & Family"	42	63	"65.5,66.0,51.5,63.0"	"Jan 18, 1991Â wide"	23-Apr-02	NA	109 minutes	NA
Serena2015	16%	23%	R (for some violence and sexuality)	Drama	74	25.5	"69.5,49.0,46.0,70.5"	"Mar 27, 2015Â limited"	9-Jun-15	"$326,289 "	109 minutes	Magnolia Pictures
"Sorry, Haters2005"	37%	47%	R	"Drama,Mystery & Suspense"	37	37	"69.0,84.0,54.5,37.0"	"Oct 20, 2005Â wide"	8-Aug-06	NA	83 minutes	IFC Films
422013	80%	85%	PG-13 (for thematic elements including language)	Drama	54	54	"70.0,67.0,75.0,49.0"	"Apr 12, 2013Â wide"	16-Jul-13	"$95,001,343 "	128 minutes	Warner Bros. Pictures
The Reflecting Pool (2008)	43%	50%	NR	"Drama,Mystery & Suspense"	43	43	"40.5,43.0,43.0,43.0"	NA	6-Oct-09	NA	146 minutes	Baltazar Works
Solace	26%	43%	"R (for violence and bloody images throughout, sexuality, nudity and language)"	"Drama,Mystery & Suspense"	33	56	"56.5,40.0,62.0,49.0"	"Dec 16, 2016Â limited"	14-Mar-17	"$403,050 "	102 minutes	NA
NA												
The Crucible1996	68%	66%	PG-13	Drama	67	84	"88.0,61.0,73.5,70.0"	"Dec 13, 1996Â wide"	1-Jun-04	NA	123 minutes	NA
Molokai: The Story of Father Damien1999	63%	77%	"PG (for thematic elements, some violence, brief sensuality and mild language)"	Drama	80	63	"61.0,66.5,63.0,57.0"	"Jun 1, 1999Â wide"	26-Sep-00	NA	109 minutes	NA
My Sister's Keeper2009	48%	72%	"PG-13 (for mature thematic content, some disturbing images, sensuality, language and brief teen drinking)"	Drama	NA	NA	NA	"Jun 26, 2009Â wide"	17-Nov-09	"$49,069,310 "	110 minutes	Warner Bros. Pictures
Carried Away1996	64%	41%	R	"Drama,Romance"	59	54.5	"71.5,71.0,66.0,83.0"	"Mar 29, 1996Â wide"	14-Jun-05	NA	109 minutes	NA
Criminal Activities	48%	42%	NR	Drama	49.5	48	"49.5,66.0,42.0,49.5"	"Nov 20, 2015Â limited"	16-Feb-16	NA	94 minutes	NA
The Morning After1986	71%	38%	"R (adult situations/language, violence)"	"Drama,Mystery & Suspense"	80	60.5	"71.5,71.0,49.0,67.5"	"Jan 1, 1986Â wide"	30-Aug-05	NA	102 minutes	NA
Stop The Pounding Heart2014	81%	37%	NR	Drama	81	81	"80.5,81.0,81.0,81.0"	"Sep 19, 2014Â limited"	22-Jun-15	"$2,363 "	100 minutes	Big World Pictures
Overdrive	23%	25%	"PG-13 (for violence, action, some sexual material and language)"	"Action & Adventure,Drama,Mystery & Suspense"	17	29.5	"35.0,23.0,40.0,13.0"	"Oct 6, 2017Â limited"	7-Nov-17	NA	93 minutes	NA
Any Day Now2012	79%	76%	"R (for sexual content, language, and some drug use)"	Drama	54	54	"54.5,75.0,79.0,56.0"	"Dec 14, 2012Â limited"	23-Apr-13	"$200,002 "	97 minutes	Music Box Films
Tropa de Elite (The Elite Squad) (2007)	53%	87%	"R (for strong violence, pervasive language and drug content)"	"Action & Adventure,Drama"	51	53	"64.0,64.0,59.0,61.5"	"Aug 17, 2007Â wide"	28-Oct-08	NA	114 minutes	IFC Films
What Still Remains2018	89%	66%	NR	Drama	89	89	"89.0,52.0,56.5,37.5"	NA	14-Aug-18	NA	92 minutes	Gravitas Ventures
The Stone Boy (1984)	80%	42%	PG	"Action & Adventure,Drama"	41	NA	"75.0,64.0,69.0,73.0"	"Jan 1, 1984Â wide"	17-May-05	NA	93 minutes	NA
Arlington Road1999	62%	74%	"R (adult situations/language, violence)"	"Drama,Mystery & Suspense"	62	30	"71.0,62.0,63.0,71.0"	"Jul 9, 1999Â wide"	11-Dec-01	NA	118 minutes	Sony Pictures Home Entertainment
Showdown in Little Tokyo1991	29%	50%	"R (adult situations/language, violence)"	"Action & Adventure,Drama"	43	64.5	"32.0,37.0,29.0,45.0"	NA	10-Nov-98	NA	78 minutes	NA
Home Run2013	45%	81%	PG-13 (forr some mature thematic material)	Drama	44	45	"51.0,44.0,45.0,41.5"	"Apr 19, 2013Â limited"	8-Oct-13	"$2,859,955 "	113 minutes	Samuel Goldwyn Films
John Q2002	23%	78%	"PG-13 (for violence,language and intense thematic elements)"	Drama	55	23	"73.0,75.0,58.5,45.5"	"Feb 15, 2002Â wide"	16-Jul-02	"$71,026,631 "	117 minutes	New Line Cinema
Fighting2009	39%	36%	"PG-13 (for intense fight sequences, some sexuality and brief strong language)"	"Action & Adventure,Drama"	39	39	"64.5,45.0,45.5,46.0"	"Apr 24, 2009Â wide"	25-Aug-09	"$23,036,320 "	105 minutes	Rogue Pictures
Hesher2011	53%	60%	"R (for disturbing violent content including graphic dialogue, pervasive language, and drug content -- some in the presence of a child)"	Drama	53	59.5	"65.0,64.0,45.0,58.0"	"May 13, 2011Â limited"	13-Sep-11	"$300,000 "	105 minutes	Newmarket Films
Shaft2000	68%	40%	R (for strong violence and language)	"Action & Adventure,Drama"	60	60	"65.0,42.0,69.0,67.5"	"Jun 16, 2000Â wide"	12-Dec-00	"$70,334,258 "	98 minutes	Paramount Pictures
Rudderless2014	63%	83%	R (for language)	Drama	63	81.5	"66.0,51.5,60.0,55.0"	"Oct 17, 2014Â limited"	20-Jan-15	"$56,001 "	105 minutes	Samuel Goldwyn
G.I. Jane1997	53%	53%	R (for language and combat violence)	"Action & Adventure,Drama"	59.5	53	"44.5,61.0,59.0,52.0"	"Aug 22, 1997Â wide"	28-Aug-01	NA	124 minutes	NA
Stop-Loss	65%	26%	R (for graphic violence and pervasive language)	Drama	84	84	"48.0,49.0,65.0,62.5"	"Mar 13, 2008Â wide"	8-Jul-08	"$10,796,776 "	111 minutes	Paramount Pictures
Straight Into Darkness2005	60%	37%	"R (Violence, Disturbing Images, Language, and Brief Nudity)"	"Action & Adventure,Drama"	16.5	16.5	"40.0,60.0,60.0,69.0"	"Jan 1, 2005Â wide"	6-Jun-06	NA	95 minutes	NA
Mrs. Soffel1984	36%	45%	"PG-13 (adult situations/language, violence)"	"Drama,Mystery & Suspense"	82.5	61	"67.0,60.0,52.0,48.5"	"Dec 26, 1984Â wide"	8-Jan-02	NA	110 minutes	NA
Bad Hurt2016	80%	71%	NR	Drama	80	80	"55.0,57.0,33.0,58.0"	"Feb 12, 2016Â limited"	12-Feb-16	NA	100 minutes	Screen Media Films
The City of Violence (Jjakpae) (2006)	100%	71%	NR	"Action & Adventure,Drama,Mystery & Suspense"	81	100	"100.0,83.5,100.0,70.0"	"May 18, 2006Â wide"	4-Sep-07	NA	92 minutes	CJ Entertainment
That Championship Season1982	60%	53%	R	Drama	56	56	"60.5,57.0,73.0,69.0"	NA	17-Feb-04	NA	108 minutes	NA
Eden	84%	58%	"R (for violence, language and some sexuality)"	Drama	83	83	"83.0,78.0,84.0,83.0"	"Jun 19, 2015Â limited"	19-Jan-16	"$41,257 "	131 minutes	Broad Green Pictures
Snake & Mongoo$e2013	80%	71%	PG-13 (for extensive smoking and some language)	Drama	80	80	"75.5,81.0,66.0,61.5"	"Aug 9, 2013Â limited"	8-Apr-14	NA	102 minutes	Rocky Mountain Pictures
Airport1970	80%	53%	G	"Action & Adventure,Drama,Mystery & Suspense"	82.5	82.5	"83.0,75.5,86.0,60.0"	"Mar 5, 1970Â wide"	15-Jan-99	NA	137 minutes	NA
Red Corner1997	30%	48%	"R (adult situations/language, sex, violence)"	"Action & Adventure,Drama,Mystery & Suspense"	33	38	"56.5,47.0,56.0,47.5"	"Oct 31, 1997Â wide"	28-Apr-98	NA	122 minutes	NA
One Hour Photo (2002)	81%	64%	R (for sexual content and language)	"Drama,Mystery & Suspense"	74.5	74.5	"51.0,48.0,45.0,70.5"	"Aug 21, 2002Â limited"	18-Feb-03	"$31,469,714 "	98 minutes	Fox Searchlight
Country Strong2011	22%	53%	PG-13 (for thematic elements involving alcohol abuse and some sexual content)	"Drama,Musical & Performing Arts"	45	45	"61.0,41.0,44.0,39.0"	"Jan 7, 2011Â wide"	12-Apr-11	"$20,218,921 "	112 minutes	Screen Gems
Deadfall2012	34%	37%	"R (For strong violence, language and sexuality)"	"Drama,Mystery & Suspense"	46	42	"62.0,41.0,48.0,57.0"	"Dec 7, 2012Â limited"	5-Feb-13	"$38,734 "	94 minutes	Magnolia Pictures
Islander (2007)	88%	83%	R (for language and brief sexuality)	Drama	88	88	"88.0,66.5,63.0,55.0"	"Mar 9, 2007Â wide"	17-Feb-09	NA	103 minutes	NA
The Take2007	85%	49%	"R (for violence, sexual content, language and some drug use)"	"Action & Adventure,Drama,Mystery & Suspense"	76.5	48	"44.0,42.0,59.5,54.0"	"Apr 11, 2007Â wide"	27-May-08	NA	100 minutes	Hatchet Films
Beyond the Sea (2004)	42%	64%	PG-13 (for some strong language and a scene of sensuality)	"Drama,Musical & Performing Arts"	57.5	57.5	"57.5,43.0,52.0,54.0"	"Dec 29, 2004Â limited"	7-Jun-05	"$6,144,806 "	118 minutes	Lions Gate Films
Black Butterfly	42%	40%	R (for language)	"Drama,Mystery & Suspense"	50	45	"46.0,50.0,36.0,68.0"	"May 26, 2017Â limited"	25-Jul-17	NA	93 minutes	NA
American Assassin	35%	61%	"R (for strong violence throughout, some torture, language and brief nudity)"	"Action & Adventure,Drama,Mystery & Suspense"	73	54	"45.0,57.0,54.0,49.0"	"Sep 15, 2017Â wide"	5-Dec-17	"$34,449,582 "	NA	Lionsgate and CBS Films
Selena1997	67%	77%	PG (For mild language and thematic elements.)	Drama	79.5	79.5	"39.5,73.5,48.0,74.0"	"Mar 21, 1997Â wide"	23-Sep-97	NA	135 minutes	NA
Body Double1984	78%	65%	"R (adult situations/language, nudity, sex)"	"Drama,Mystery & Suspense"	79	78	"74.0,78.0,56.0,57.0"	"Jan 1, 1984Â wide"	6-Mar-01	NA	110 minutes	NA
Sweeney Todd: The Demon Barber of Fleet Street	85%	81%	R (for graphic bloody violence)	"Drama,Musical & Performing Arts,Mystery & Suspense"	75	67.5	"62.5,75.5,66.0,73.0"	"Dec 21, 2007Â wide"	1-Apr-08	"$52,900,000 "	116 minutes	DreamWorks/Paramount Studios
To the Bone	70%	64%	NR	Drama	70	70	"51.0,61.0,68.0,47.0"	"Jul 14, 2017Â limited"	14-Jul-17	NA	107 minutes	NA
At Any Price2013	51%	31%	"R (for sexual content including a strong graphic image, and for language)"	Drama	92	92	"50.5,52.0,64.0,44.5"	"Apr 24, 2013Â limited"	27-Aug-13	"$300,000 "	105 minutes	Sony Pictures Classics
Freeze Frame2004	83%	59%	"R (for strong violence, sexual content and language)"	"Drama,Horror,Mystery & Suspense"	90	90	"51.0,70.0,30.0,63.0"	"Dec 10, 2004Â limited"	18-Jan-05	NA	100 minutes	First Look Media
The Dead Pool1988	57%	44%	"R (adult situations/language, violence)"	"Action & Adventure,Drama,Mystery & Suspense"	63	81	"80.0,60.0,57.0,40.5"	"Jul 13, 1988Â wide"	20-Nov-01	NA	92 minutes	NA
'R Xmas (2001)	64%	43%	"R (for strong language, drug content and some violence)"	"Action & Adventure,Drama,Mystery & Suspense"	68	68	"24.0,45.5,56.0,60.0"	"Oct 5, 2001Â wide"	19-Nov-02	NA	83 minutes	NA
Angels & Demons2009	36%	57%	"PG-13 (for sequences of violence, disturbing images and thematic material)"	"Drama,Mystery & Suspense"	59.5	41	"73.0,63.0,68.5,66.5"	"May 15, 2009Â wide"	24-Nov-09	"$133,375,846 "	139 minutes	Sony/Columbia Pictures
Citadel2012	55%	32%	"R (for disturbing violent content, and language)"	"Drama,Horror,Mystery & Suspense"	34	34	"30.5,52.5,55.0,55.0"	"Nov 9, 2012Â limited"	29-Jan-13	"$10,080 "	84 minutes	Cinedigm Entertainment
White Water Summer1987	29%	54%	PG (adult situations/language)	"Action & Adventure,Drama"	32.5	29	"54.0,40.0,50.0,31.0"	"Jan 1, 1987Â wide"	4-Dec-01	NA	90 minutes	NA
Hellbent (2005)	44%	40%	"R (strong horror violence and gore, sexual content, language and drug use)"	"Drama,Horror,Mystery & Suspense"	45	45	"44.0,47.0,39.0,25.5"	"Sep 16, 2005Â wide"	12-Sep-06	NA	85 minutes	Regent Releasing
Disturbia	69%	77%	"PG-13 (for sequences of terror and violence, and some sensuality)"	"Drama,Mystery & Suspense"	33	55	"58.0,36.0,59.5,63.0"	"Apr 13, 2007Â wide"	7-Aug-07	"$80,050,171 "	104 minutes	Dreamworks
A Crooked Somebody (2018)	80%	73%	R (for language and brief violence)	"Drama,Mystery & Suspense"	80	80	"69.5,53.0,67.0"	"Oct 5, 2018Â limited"	6-Sep-18	NA	102 minutes	NA
Forever Strong (2008)	29%	74%	"PG-13 (for thematic material involving teen drug and alcohol use, and for some disturbing images)"	Drama	45.5	29	"23.5,39.0,40.0,53.0"	"Sep 26, 2008Â wide"	9-Jun-09	"$549,351 "	109 minutes	Crane Movie Company
The Lincoln Lawyer2011	83%	81%	"R (for some violence, sexual content and language)"	"Drama,Mystery & Suspense"	76.5	56	"60.0,63.0,48.0,52.0"	"Mar 10, 2011Â wide"	12-Jul-11	"$57,900,000 "	118 minutes	Lionsgate Films
House (2008)	0%	27%	R (for some violence and terror)	"Drama,Horror,Mystery & Suspense"	5	40	"36.0,9.5,0.0,81.0"	"Nov 7, 2008Â wide"	7-Apr-09	"$530,328 "	98 minutes	Roadside Attractions
Ismael's Ghosts (Les fantmes d'Ismal)	51%	27%	"R (for sexuality including some graphic nudity, language, and brief strong violence)"	Drama	73	73	"81.5,69.5,66.5,55.0"	"Mar 23, 2018Â limited"	3-Jul-18	NA	135 minutes	Magnolia Pictures
Another Earth2011	64%	66%	"PG-13 (for disturbing images, some sexuality, nudity and brief drug use.)"	Drama	63	63	"64.0,64.0,64.0,53.0"	"Jul 22, 2011Â limited"	29-Nov-11	"$957,752 "	92 minutes	Fox Searchlight
Elizabeth (1998)	82%	86%	R (for violence and sexuality)	Drama	49	51	"71.0,43.5,61.0,82.5"	"Nov 6, 1998Â wide"	25-May-99	NA	124 minutes	NA
The Glass Castle	50%	73%	"PG-13 (for mature thematic content involving family dysfunction, and for some language and smoking)"	Drama	55	55	"67.0,57.0,59.0,83.0"	"Aug 11, 2017Â wide"	7-Nov-17	"$17,238,739 "	127 minutes	Lionsgate
Marguerite & Julien (Marguerite et Julien)	22%	33%	NR	Drama	60	60	"71.0,77.0,70.0,75.0"	"Feb 26, 2016Â limited"	26-Feb-16	NA	104 minutes	NA
Elizabeth: The Golden Age2007	35%	59%	"PG-13 (for violence, some sexuality and nudity)"	"Drama,Mystery & Suspense"	49	51	"71.0,57.5,61.0,46.0"	"Oct 12, 2007Â wide"	5-Feb-08	"$16,264,475 "	115 minutes	Universal Pictures
Touched With Fire (2016)	69%	90%	"NR (for language, a disturbing image, brief sexuality and drug use)"	Drama	69	69	"42.0,43.0,54.0,54.0"	"Feb 12, 2016Â limited"	7-Jun-16	NA	106 minutes	NA
Unleashed	66%	75%	"R (for strong violent content, language and some sexuality/nudity)"	"Action & Adventure,Drama,Mystery & Suspense"	50.5	45	"64.0,52.0,54.0,66.0"	"May 13, 2005Â wide"	11-Oct-05	"$24,380,112 "	102 minutes	Focus Features
Across 110th Street (1972)	80%	79%	R	"Action & Adventure,Drama,Mystery & Suspense"	72.5	57	"80.5,73.0,60.5,79.5"	"Dec 19, 1972Â limited"	16-Oct-01	NA	102 minutes	NA
A Guide to Recognizing Your Saints (2006)	76%	74%	"R (for pervasive language, some violence, sexuality and drug use)"	Drama	39	39	"60.0,45.5,58.0,43.0"	"Sep 29, 2006Â wide"	20-Feb-07	"$420,603 "	98 minutes	First Look Media
A Beautiful Life (2009)	0%	23%	NR	Drama	6	0	"76.5,0.0,35.0,49.0"	"Oct 2, 2009Â wide"	1-Mar-11	NA	81 minutes	NA
Wonderland2003	33%	65%	"R (for strong violence/grissly images, pervasive drug use and language, some sexuality/nudity)"	Drama	20.5	20.5	"50.0,43.5,43.0,29.0"	"Oct 3, 2003Â wide"	10-Feb-04	NA	104 minutes	Lions Gate Releasing
The River Wild1994	56%	51%	PG-13	"Action & Adventure,Drama,Mystery & Suspense"	71	61.5	"72.0,54.0,71.0,50.0"	"Sep 30, 1994Â wide"	1-Nov-98	NA	112 minutes	NA
WarGames (War Games)1983	93%	76%	PG	"Action & Adventure,Drama,Mystery & Suspense"	65	93	"56.0,62.0,50.0,71.0"	"Jun 3, 1983Â wide"	28-Apr-98	NA	110 minutes	NA
Ninja Assassin2009	25%	54%	"R (for strong bloody stylized violence throughout, and language)"	"Action & Adventure,Drama"	25	62	"32.5,54.0,61.5,49.5"	"Nov 25, 2009Â wide"	16-Mar-10	"$38,105,077 "	99 minutes	Warner Bros. Pictures/Dark Castle Ent.
Bless the Child (2000)	3%	42%	"R (for violence, drug content and brief language)"	"Drama,Horror,Mystery & Suspense"	74	58	"30.5,60.0,21.5,49.0"	"Aug 11, 2000Â wide"	13-Feb-01	"$28,134,407 "	107 minutes	Paramount Pictures
The Odyssey (L'odysse)2016	61%	51%	"PG (for thematic material, language, and smoking)"	"Action & Adventure,Drama"	55.5	55.5	"60.5,86.0,71.5,69.0"	NA	30-Jan-18	NA	122 minutes	Samuel Goldwyn Films
Test2014	84%	57%	NR	Drama	78	NA	NA	"Jun 6, 2014Â limited"	17-Jun-14	NA	89 minutes	Variance Films
We Go On	100%	48%	NR	Drama	86	86	"71.0,75.0,49.0,100.0"	NA	4-Apr-17	NA	89 minutes	NA
The Border1982	80%	52%	R	"Action & Adventure,Drama,Mystery & Suspense"	79	75	"77.0,57.5,68.0,92.0"	"Jan 29, 1982Â wide"	11-May-04	NA	1 minutes	NA
Guernica (Gernika) (2016)	80%	39%	"NR (for war violence, brief nudity and language)"	Drama	75.5	80	"39.0,53.0,43.0,61.0"	NA	2-Aug-16	NA	111 minutes	NA
